date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-02-01,29,16,0.0,11.0,7,88,07:09 PM,07:42 AM,07:13 AM,06:08 PM,4,22,22,22,12,0,34,0.0,1015,29,10,276,8,Jaipur
2018-02-02,28,16,0.0,11.0,6,81,08:14 PM,08:29 AM,07:12 AM,06:09 PM,2,21,21,21,16,1,30,0.0,1014,28,10,252,10,Jaipur
2018-02-03,29,14,0.0,11.0,6,73,09:16 PM,09:13 AM,07:11 AM,06:10 PM,2,19,19,19,17,0,33,0.0,1016,29,10,60,9,Jaipur
2018-02-04,28,12,0.0,11.0,6,66,10:15 PM,09:54 AM,07:11 AM,06:11 PM,-3,18,18,18,12,2,25,0.0,1017,28,10,115,7,Jaipur
2018-02-05,26,13,0.0,7.0,5,58,11:12 PM,10:32 AM,07:10 AM,06:11 PM,-1,19,19,19,14,42,27,0.0,1018,26,10,87,8,Jaipur
2018-02-06,26,17,0.0,11.0,6,51,No moonrise,11:09 AM,07:10 AM,06:12 PM,-1,20,20,20,14,25,25,0.2,1018,26,10,34,9,Jaipur
2018-02-07,27,13,0.0,11.0,6,43,12:07 AM,11:46 AM,07:09 AM,06:13 PM,-5,19,19,19,12,4,19,0.0,1016,27,10,111,7,Jaipur
2018-02-08,25,13,0.0,11.1,6,36,01:01 AM,12:24 PM,07:08 AM,06:14 PM,-2,18,18,18,14,16,26,0.0,1014,25,10,121,8,Jaipur
2018-02-09,26,12,0.0,11.1,6,28,01:54 AM,01:05 PM,07:08 AM,06:14 PM,0,19,19,19,10,1,30,0.0,1015,26,10,151,6,Jaipur
2018-02-10,26,12,0.0,11.1,6,20,02:46 AM,01:47 PM,07:07 AM,06:15 PM,-1,19,18,19,18,4,28,0.0,1016,26,10,94,11,Jaipur
