,date,TempC,Forecast(TempC),Lower Confidence Bound(TempC),Upper Confidence Bound(TempC)
0,2018-01-01,30.0,,,
1,2018-01-02,31.0,,,
2,2018-01-03,31.0,,,
3,2018-01-04,31.0,,,
4,2018-01-05,30.0,,,
5,2018-01-06,30.0,,,
6,2018-01-07,29.0,,,
7,2018-01-08,29.0,,,
8,2018-01-09,31.0,,,
9,2018-01-10,32.0,,,
10,2018-01-11,32.0,,,
11,2018-01-12,32.0,,,
12,2018-01-13,32.0,,,
13,2018-01-14,32.0,,,
14,2018-01-15,33.0,,,
15,2018-01-16,34.0,,,
16,2018-01-17,31.0,,,
17,2018-01-18,33.0,,,
18,2018-01-19,31.0,,,
19,2018-01-20,34.0,,,
20,2018-01-21,33.0,,,
21,2018-01-22,31.0,,,
22,2018-01-23,29.0,,,
23,2018-01-24,31.0,,,
24,2018-01-25,31.0,,,
25,2018-01-26,32.0,,,
26,2018-01-27,31.0,,,
27,2018-01-28,30.0,,,
28,2018-01-29,33.0,,,
29,2018-01-30,35.0,,,
30,2018-01-31,36.0,,,
31,2018-02-01,34.0,,,
32,2018-02-02,33.0,,,
33,2018-02-03,33.0,,,
34,2018-02-04,31.0,,,
35,2018-02-05,32.0,,,
36,2018-02-06,32.0,,,
37,2018-02-07,32.0,,,
38,2018-02-08,32.0,,,
39,2018-02-09,32.0,,,
40,2018-02-10,28.0,,,
41,2018-02-11,27.0,,,
42,2018-02-12,30.0,,,
43,2018-02-13,31.0,,,
44,2018-02-14,32.0,,,
45,2018-02-15,33.0,,,
46,2018-02-16,34.0,,,
47,2018-02-17,33.0,,,
48,2018-02-18,33.0,,,
49,2018-02-19,32.0,,,
50,2018-02-20,34.0,,,
51,2018-02-21,33.0,,,
52,2018-02-22,34.0,,,
53,2018-02-23,34.0,,,
54,2018-02-24,33.0,,,
55,2018-02-25,36.0,,,
56,2018-02-26,36.0,,,
57,2018-02-27,37.0,,,
58,2018-02-28,36.0,,,
59,2018-03-01,35.0,,,
60,2018-03-02,35.0,,,
61,2018-03-03,33.0,,,
62,2018-03-04,32.0,,,
63,2018-03-05,33.0,,,
64,2018-03-06,33.0,,,
65,2018-03-07,32.0,,,
66,2018-03-08,31.0,,,
67,2018-03-09,33.0,,,
68,2018-03-10,32.0,,,
69,2018-03-11,34.0,,,
70,2018-03-12,34.0,,,
71,2018-03-13,34.0,,,
72,2018-03-14,33.0,,,
73,2018-03-15,29.0,,,
74,2018-03-16,33.0,,,
75,2018-03-17,32.0,,,
76,2018-03-18,32.0,,,
77,2018-03-19,33.0,,,
78,2018-03-20,33.0,,,
79,2018-03-21,32.0,,,
80,2018-03-22,31.0,,,
81,2018-03-23,31.0,,,
82,2018-03-24,34.0,,,
83,2018-03-25,36.0,,,
84,2018-03-26,37.0,,,
85,2018-03-27,33.0,,,
86,2018-03-28,31.0,,,
87,2018-03-29,31.0,,,
88,2018-03-30,31.0,,,
89,2018-03-31,32.0,,,
90,2018-04-01,32.0,,,
91,2018-04-02,32.0,,,
92,2018-04-03,32.0,,,
93,2018-04-04,33.0,,,
94,2018-04-05,32.0,,,
95,2018-04-06,33.0,,,
96,2018-04-07,33.0,,,
97,2018-04-08,33.0,,,
98,2018-04-09,34.0,,,
99,2018-04-10,35.0,,,
100,2018-04-11,34.0,,,
101,2018-04-12,34.0,,,
102,2018-04-13,33.0,,,
103,2018-04-14,33.0,,,
104,2018-04-15,33.0,,,
105,2018-04-16,33.0,,,
106,2018-04-17,34.0,,,
107,2018-04-18,36.0,,,
108,2018-04-19,37.0,,,
109,2018-04-20,34.0,,,
110,2018-04-21,34.0,,,
111,2018-04-22,34.0,,,
112,2018-04-23,35.0,,,
113,2018-04-24,36.0,,,
114,2018-04-25,35.0,,,
115,2018-04-26,34.0,,,
116,2018-04-27,34.0,,,
117,2018-04-28,33.0,,,
118,2018-04-29,33.0,,,
119,2018-04-30,34.0,,,
120,2018-05-01,34.0,,,
121,2018-05-02,34.0,,,
122,2018-05-03,35.0,,,
123,2018-05-04,34.0,,,
124,2018-05-05,33.0,,,
125,2018-05-06,34.0,,,
126,2018-05-07,34.0,,,
127,2018-05-08,34.0,,,
128,2018-05-09,35.0,,,
129,2018-05-10,35.0,,,
130,2018-05-11,35.0,,,
131,2018-05-12,35.0,,,
132,2018-05-13,34.0,,,
133,2018-05-14,34.0,,,
134,2018-05-15,34.0,,,
135,2018-05-16,33.0,,,
136,2018-05-17,34.0,,,
137,2018-05-18,33.0,,,
138,2018-05-19,34.0,,,
139,2018-05-20,34.0,,,
140,2018-05-21,34.0,,,
141,2018-05-22,33.0,,,
142,2018-05-23,32.0,,,
143,2018-05-24,32.0,,,
144,2018-05-25,31.0,,,
145,2018-05-26,34.0,,,
146,2018-05-27,33.0,,,
147,2018-05-28,32.0,,,
148,2018-05-29,32.0,,,
149,2018-05-30,32.0,,,
150,2018-05-31,34.0,,,
151,2018-06-01,33.0,,,
152,2018-06-02,34.0,,,
153,2018-06-03,32.0,,,
154,2018-06-04,33.0,,,
155,2018-06-05,34.0,,,
156,2018-06-06,33.0,,,
157,2018-06-07,33.0,,,
158,2018-06-08,33.0,,,
159,2018-06-09,30.0,,,
160,2018-06-10,31.0,,,
161,2018-06-11,32.0,,,
162,2018-06-12,31.0,,,
163,2018-06-13,32.0,,,
164,2018-06-14,32.0,,,
165,2018-06-15,31.0,,,
166,2018-06-16,30.0,,,
167,2018-06-17,30.0,,,
168,2018-06-18,30.0,,,
169,2018-06-19,31.0,,,
170,2018-06-20,32.0,,,
171,2018-06-21,32.0,,,
172,2018-06-22,32.0,,,
173,2018-06-23,29.0,,,
174,2018-06-24,28.0,,,
175,2018-06-25,28.0,,,
176,2018-06-26,30.0,,,
177,2018-06-27,30.0,,,
178,2018-06-28,30.0,,,
179,2018-06-29,30.0,,,
180,2018-06-30,30.0,,,
181,2018-07-01,30.0,,,
182,2018-07-02,30.0,,,
183,2018-07-03,28.0,,,
184,2018-07-04,29.0,,,
185,2018-07-05,29.0,,,
186,2018-07-06,30.0,,,
187,2018-07-07,29.0,,,
188,2018-07-08,28.0,,,
189,2018-07-09,27.0,,,
190,2018-07-10,27.0,,,
191,2018-07-11,28.0,,,
