,date,TempC,Forecast(TempC),Lower Confidence Bound(TempC),Upper Confidence Bound(TempC)
265,2018-09-23,34.0,,,
266,2018-09-24,34.0,,,
267,2018-09-25,35.0,,,
268,2018-09-26,34.0,,,
269,2018-09-27,35.0,,,
270,2018-09-28,35.0,,,
271,2018-09-29,36.0,,,
272,2018-09-30,35.0,,,
273,2018-10-01,37.0,,,
274,2018-10-02,36.0,,,
275,2018-10-03,36.0,,,
276,2018-10-04,35.0,,,
277,2018-10-05,35.0,,,
278,2018-10-06,35.0,,,
279,2018-10-07,35.0,,,
280,2018-10-08,36.0,,,
281,2018-10-09,35.0,,,
282,2018-10-10,27.0,,,
283,2018-10-11,30.0,,,
284,2018-10-12,29.0,,,
285,2018-10-13,30.0,,,
286,2018-10-14,31.0,,,
287,2018-10-15,33.0,,,
288,2018-10-16,33.0,,,
289,2018-10-17,34.0,,,
290,2018-10-18,34.0,,,
291,2018-10-19,35.0,,,
292,2018-10-20,35.0,,,
293,2018-10-21,34.0,,,
294,2018-10-22,36.0,,,
295,2018-10-23,34.0,,,
296,2018-10-24,33.0,,,
297,2018-10-25,34.0,,,
298,2018-10-26,32.0,,,
299,2018-10-27,32.0,,,
300,2018-10-28,29.0,,,
301,2018-10-29,28.0,,,
302,2018-10-30,28.0,,,
303,2018-10-31,31.0,,,
304,2018-11-01,31.0,,,
305,2018-11-02,31.0,,,
306,2018-11-03,32.0,,,
307,2018-11-04,32.0,,,
308,2018-11-05,32.0,,,
309,2018-11-06,33.0,,,
310,2018-11-07,32.0,,,
311,2018-11-08,32.0,,,
312,2018-11-09,32.0,,,
313,2018-11-10,33.0,,,
314,2018-11-11,33.0,,,
315,2018-11-12,33.0,,,
316,2018-11-13,34.0,,,
317,2018-11-14,35.0,,,
318,2018-11-15,35.0,,,
319,2018-11-16,34.0,,,
320,2018-11-17,32.0,,,
321,2018-11-18,31.0,,,
322,2018-11-19,32.0,,,
323,2018-11-20,32.0,,,
324,2018-11-21,32.0,,,
325,2018-11-22,33.0,,,
326,2018-11-23,32.0,,,
327,2018-11-24,30.0,,,
328,2018-11-25,31.0,,,
329,2018-11-26,33.0,,,
330,2018-11-27,31.0,,,
331,2018-11-28,34.0,,,
332,2018-11-29,34.0,,,
333,2018-11-30,29.0,,,
334,2018-12-01,30.0,,,
335,2018-12-02,29.0,,,
336,2018-12-03,29.0,,,
337,2018-12-04,30.0,,,
338,2018-12-05,29.0,,,
339,2018-12-06,30.0,,,
340,2018-12-07,29.0,,,
341,2018-12-08,29.0,,,
342,2018-12-09,30.0,,,
343,2018-12-10,31.0,,,
344,2018-12-11,30.0,,,
345,2018-12-12,31.0,,,
346,2018-12-13,30.0,,,
347,2018-12-14,30.0,,,
348,2018-12-15,26.0,,,
349,2018-12-16,22.0,,,
350,2018-12-17,19.0,,,
351,2018-12-18,17.0,,,
352,2018-12-19,26.0,,,
353,2018-12-20,26.0,,,
354,2018-12-21,27.0,,,
355,2018-12-22,26.0,,,
356,2018-12-23,27.0,,,
357,2018-12-24,25.0,,,
358,2018-12-25,28.0,,,
359,2018-12-26,26.0,,,
360,2018-12-27,26.0,,,
361,2018-12-28,25.0,,,
362,2018-12-29,25.0,,,
363,2018-12-30,26.0,,,
364,2018-12-31,28.0,,,
365,2019-01-01,28.0,,,
366,2019-01-02,28.0,,,
367,2019-01-03,29.0,,,
368,2019-01-04,28.0,,,
369,2019-01-05,28.0,,,
370,2019-01-06,29.0,,,
371,2019-01-07,30.0,,,
372,2019-01-08,28.0,,,
373,2019-01-09,27.0,,,
374,2019-01-10,28.0,,,
375,2019-01-11,28.0,,,
376,2019-01-12,28.0,,,
377,2019-01-13,29.0,,,
378,2019-01-14,29.0,,,
379,2019-01-15,27.0,,,
380,2019-01-16,27.0,,,
381,2019-01-17,29.0,,,
382,2019-01-18,29.0,,,
383,2019-01-19,29.0,,,
384,2019-01-20,29.0,,,
385,2019-01-21,31.0,,,
386,2019-01-22,33.0,,,
387,2019-01-23,34.0,,,
388,2019-01-24,33.0,,,
389,2019-01-25,31.0,,,
390,2019-01-26,31.0,,,
391,2019-01-27,26.0,,,
392,2019-01-28,25.0,,,
393,2019-01-29,26.0,,,
394,2019-01-30,27.0,,,
395,2019-01-31,26.0,,,
396,2019-02-01,28.0,,,
397,2019-02-02,30.0,,,
398,2019-02-03,32.0,,,
399,2019-02-04,32.0,,,
400,2019-02-05,31.0,,,
401,2019-02-06,32.0,,,
402,2019-02-07,35.0,,,
403,2019-02-08,33.0,,,
404,2019-02-09,29.0,,,
405,2019-02-10,30.0,,,
406,2019-02-11,30.0,,,
407,2019-02-12,29.0,,,
408,2019-02-13,33.0,,,
409,2019-02-14,35.0,,,
410,2019-02-15,37.0,,,
411,2019-02-16,27.0,,,
412,2019-02-17,29.0,,,
413,2019-02-18,31.0,,,
414,2019-02-19,34.0,,,
415,2019-02-20,34.0,,,
416,2019-02-21,35.0,,,
417,2019-02-22,37.0,,,
418,2019-02-23,37.0,,,
419,2019-02-24,36.0,,,
420,2019-02-25,31.0,,,
421,2019-02-26,30.0,,,
422,2019-02-27,29.0,,,
423,2019-02-28,27.0,,,
424,2019-03-01,29.0,,,
425,2019-03-02,30.0,,,
426,2019-03-03,31.0,,,
427,2019-03-04,31.0,,,
428,2019-03-05,32.0,,,
429,2019-03-06,32.0,,,
430,2019-03-07,30.0,,,
431,2019-03-08,31.0,,,
432,2019-03-09,34.0,,,
433,2019-03-10,33.0,,,
434,2019-03-11,35.0,,,
435,2019-03-12,36.0,,,
436,2019-03-13,38.0,,,
437,2019-03-14,37.0,,,
438,2019-03-15,34.0,,,
439,2019-03-16,37.0,,,
440,2019-03-17,38.0,,,
441,2019-03-18,33.0,,,
442,2019-03-19,31.0,,,
443,2019-03-20,35.0,,,
444,2019-03-21,37.0,,,
445,2019-03-22,37.0,,,
446,2019-03-23,37.0,,,
447,2019-03-24,39.0,,,
448,2019-03-25,39.0,,,
449,2019-03-26,39.0,,,
450,2019-03-27,36.0,,,
451,2019-03-28,36.0,,,
452,2019-03-29,35.0,,,
453,2019-03-30,38.0,,,
454,2019-03-31,39.0,,,
455,2019-04-01,38.0,,,
456,2019-04-02,38.0,,,
457,2019-04-03,39.0,,,
458,2019-04-04,37.0,,,
459,2019-04-05,38.0,,,
460,2019-04-06,39.0,,,
461,2019-04-07,35.0,,,
462,2019-04-08,37.0,,,
463,2019-04-09,38.0,,,
464,2019-04-10,35.0,,,
465,2019-04-11,38.0,,,
466,2019-04-12,39.0,,,
467,2019-04-13,40.0,,,
468,2019-04-14,40.0,,,
469,2019-04-15,42.0,,,
470,2019-04-16,43.0,,,
471,2019-04-17,40.0,,,
472,2019-04-18,38.0,,,
473,2019-04-19,38.0,,,
474,2019-04-20,38.0,,,
475,2019-04-21,39.0,,,
476,2019-04-22,40.0,,,
477,2019-04-23,39.0,,,
478,2019-04-24,40.0,,,
479,2019-04-25,39.0,,,
480,2019-04-26,41.0,,,
481,2019-04-27,42.0,,,
482,2019-04-28,43.0,,,
483,2019-04-29,42.0,,,
484,2019-04-30,40.0,,,
485,2019-05-01,37.0,,,
486,2019-05-02,36.0,,,
487,2019-05-03,36.0,,,
488,2019-05-04,32.0,,,
489,2019-05-05,39.0,,,
490,2019-05-06,41.0,,,
491,2019-05-07,43.0,,,
492,2019-05-08,45.0,,,
493,2019-05-09,45.0,,,
494,2019-05-10,43.0,,,
495,2019-05-11,42.0,,,
496,2019-05-12,40.0,,,
497,2019-05-13,41.0,,,
498,2019-05-14,40.0,,,
499,2019-05-15,39.0,,,
500,2019-05-16,40.0,,,
501,2019-05-17,41.0,,,
502,2019-05-18,41.0,,,
503,2019-05-19,41.0,,,
504,2019-05-20,41.0,,,
505,2019-05-21,40.0,,,
506,2019-05-22,41.0,,,
507,2019-05-23,38.0,,,
508,2019-05-24,40.0,,,
509,2019-05-25,38.0,,,
510,2019-05-26,39.0,,,
511,2019-05-27,39.0,,,
512,2019-05-28,41.0,,,
513,2019-05-29,40.0,,,
514,2019-05-30,40.0,,,
515,2019-05-31,38.0,,,
516,2019-06-01,39.0,,,
517,2019-06-02,35.0,,,
518,2019-06-03,38.0,,,
519,2019-06-04,36.0,,,
520,2019-06-05,35.0,,,
521,2019-06-06,35.0,,,
522,2019-06-07,33.0,,,
523,2019-06-08,35.0,,,
524,2019-06-09,38.0,,,
525,2019-06-10,39.0,,,
526,2019-06-11,40.0,,,
527,2019-06-12,40.0,,,
528,2019-06-13,40.0,,,
529,2019-06-14,41.0,,,
530,2019-06-15,44.0,,,
531,2019-06-16,44.0,,,
532,2019-06-17,40.0,,,
533,2019-06-18,40.0,,,
534,2019-06-19,40.0,,,
535,2019-06-20,39.0,,,
536,2019-06-21,34.0,,,
537,2019-06-22,35.0,,,
538,2019-06-23,36.0,,,
539,2019-06-24,36.0,,,
540,2019-06-25,38.0,,,
541,2019-06-26,37.0,,,
542,2019-06-27,37.0,,,
543,2019-06-28,36.0,,,
544,2019-06-29,38.0,,,
545,2019-06-30,39.0,,,
546,2019-07-01,36.0,,,
547,2019-07-02,33.0,,,
548,2019-07-03,35.0,,,
549,2019-07-04,35.0,,,
550,2019-07-05,35.0,,,
551,2019-07-06,34.0,,,
552,2019-07-07,33.0,,,
553,2019-07-08,36.0,,,
554,2019-07-09,36.0,,,
555,2019-07-10,36.0,,,
556,2019-07-11,35.0,,,
557,2019-07-12,35.0,,,
558,2019-07-13,34.0,,,
559,2019-07-14,36.0,,,
560,2019-07-15,37.0,,,
561,2019-07-16,38.0,,,
562,2019-07-17,37.0,,,
563,2019-07-18,37.0,,,
564,2019-07-19,36.0,,,
565,2019-07-20,35.0,,,
566,2019-07-21,36.0,,,
567,2019-07-22,36.0,,,
568,2019-07-23,37.0,,,
569,2019-07-24,36.0,,,
570,2019-07-25,35.0,,,
571,2019-07-26,31.0,,,
572,2019-07-27,33.0,,,
573,2019-07-28,33.0,,,
574,2019-07-29,31.0,,,
575,2019-07-30,33.0,,,
576,2019-07-31,34.0,,,
577,2019-08-01,31.0,,,
578,2019-08-02,33.0,,,
579,2019-08-03,34.0,,,
580,2019-08-04,34.0,,,
581,2019-08-05,35.0,,,
582,2019-08-06,35.0,,,
583,2019-08-07,31.0,,,
584,2019-08-08,29.0,,,
585,2019-08-09,34.0,,,
586,2019-08-10,35.0,,,
587,2019-08-11,35.0,,,
588,2019-08-12,33.0,,,
589,2019-08-13,31.0,,,
590,2019-08-14,32.0,,,
591,2019-08-15,31.0,,,
592,2019-08-16,33.0,,,
593,2019-08-17,30.0,,,
594,2019-08-18,30.0,,,
595,2019-08-19,33.0,,,
596,2019-08-20,34.0,,,
597,2019-08-21,34.0,,,
598,2019-08-22,34.0,,,
599,2019-08-23,33.0,,,
600,2019-08-24,33.0,,,
601,2019-08-25,29.0,,,
602,2019-08-26,32.0,,,
603,2019-08-27,34.0,,,
604,2019-08-28,33.0,,,
605,2019-08-29,33.0,,,
606,2019-08-30,33.0,,,
607,2019-08-31,34.0,,,
608,2019-09-01,34.0,,,
609,2019-09-02,32.0,,,
610,2019-09-03,33.0,,,
611,2019-09-04,31.0,,,
612,2019-09-05,32.0,,,
613,2019-09-06,33.0,,,
614,2019-09-07,31.0,,,
615,2019-09-08,32.0,,,
616,2019-09-09,34.0,,,
617,2019-09-10,32.0,,,
618,2019-09-11,31.0,,,
619,2019-09-12,29.0,,,
620,2019-09-13,31.0,,,
621,2019-09-14,31.0,,,
622,2019-09-15,33.0,,,
623,2019-09-16,32.0,,,
624,2019-09-17,33.0,,,
625,2019-09-18,33.0,,,
626,2019-09-19,33.0,,,
627,2019-09-20,35.0,,,
628,2019-09-21,34.0,,,
629,2019-09-22,34.0,,,
630,2019-09-23,31.0,,,
631,2019-09-24,31.0,,,
632,2019-09-25,30.0,,,
633,2019-09-26,26.0,,,
634,2019-09-27,28.0,,,
635,2019-09-28,27.0,,,
636,2019-09-29,26.0,,,
637,2019-09-30,29.0,,,
638,2019-10-01,32.0,,,
639,2019-10-02,32.0,,,
640,2019-10-03,33.0,,,
641,2019-10-04,33.0,,,
642,2019-10-05,33.0,,,
643,2019-10-06,33.0,,,
644,2019-10-07,32.0,,,
645,2019-10-08,32.0,,,
646,2019-10-09,29.0,,,
647,2019-10-10,30.0,,,
648,2019-10-11,31.0,,,
649,2019-10-12,32.0,,,
650,2019-10-13,31.0,,,
651,2019-10-14,32.0,,,
652,2019-10-15,32.0,,,
653,2019-10-16,32.0,,,
654,2019-10-17,32.0,,,
655,2019-10-18,33.0,,,
656,2019-10-19,32.0,,,
657,2019-10-20,32.0,,,
658,2019-10-21,32.0,,,
659,2019-10-22,31.0,,,
660,2019-10-23,30.0,,,
661,2019-10-24,22.0,,,
662,2019-10-25,23.0,,,
663,2019-10-26,27.0,,,
664,2019-10-27,29.0,,,
665,2019-10-28,30.0,,,
666,2019-10-29,31.0,,,
667,2019-10-30,31.0,,,
668,2019-10-31,31.0,,,
669,2019-11-01,31.0,,,
670,2019-11-02,31.0,,,
671,2019-11-03,31.0,,,
672,2019-11-04,31.0,,,
673,2019-11-05,32.0,,,
674,2019-11-06,31.0,,,
675,2019-11-07,31.0,,,
676,2019-11-08,25.0,,,
677,2019-11-09,24.0,,,
678,2019-11-10,25.0,,,
679,2019-11-11,30.0,,,
680,2019-11-12,30.0,,,
681,2019-11-13,32.0,,,
682,2019-11-14,32.0,,,
683,2019-11-15,33.0,,,
684,2019-11-16,32.0,,,
685,2019-11-17,32.0,,,
686,2019-11-18,32.0,,,
687,2019-11-19,31.0,,,
688,2019-11-20,29.0,,,
689,2019-11-21,30.0,,,
690,2019-11-22,30.0,,,
691,2019-11-23,32.0,,,
692,2019-11-24,31.0,,,
693,2019-11-25,32.0,,,
694,2019-11-26,33.0,,,
695,2019-11-27,32.0,,,
696,2019-11-28,33.0,,,
697,2019-11-29,33.0,,,
698,2019-11-30,32.0,,,
699,2019-12-01,30.0,,,
700,2019-12-02,29.0,,,
701,2019-12-03,28.0,,,
702,2019-12-04,28.0,,,
703,2019-12-05,29.0,,,
704,2019-12-06,30.0,,,
705,2019-12-07,28.0,,,
706,2019-12-08,29.0,,,
707,2019-12-09,28.0,,,
708,2019-12-10,28.0,,,
709,2019-12-11,28.0,,,
710,2019-12-12,27.0,,,
711,2019-12-13,29.0,,,
712,2019-12-14,29.0,,,
713,2019-12-15,29.0,,,
714,2019-12-16,28.0,,,
715,2019-12-17,27.0,,,
716,2019-12-18,26.0,,,
717,2019-12-19,25.0,,,
718,2019-12-20,26.0,,,
719,2019-12-21,25.0,,,
720,2019-12-22,27.0,,,
721,2019-12-23,27.0,,,
722,2019-12-24,29.0,,,
723,2019-12-25,27.0,,,
724,2019-12-26,20.0,,,
725,2019-12-27,20.0,,,
726,2019-12-28,24.0,,,
727,2019-12-29,25.0,,,
728,2019-12-30,25.0,,,
729,2019-12-31,28.0,,,
730,2020-01-01,28.0,,,
731,2020-01-02,29.0,,,
732,2020-01-03,21.0,,,
733,2020-01-04,24.0,,,
734,2020-01-05,25.0,,,
735,2020-01-06,26.0,,,
736,2020-01-07,25.0,,,
737,2020-01-08,26.0,,,
738,2020-01-09,26.0,,,
739,2020-01-10,26.0,,,
740,2020-01-11,24.0,,,
741,2020-01-12,25.0,,,
742,2020-01-13,26.0,,,
743,2020-01-14,29.0,,,
744,2020-01-15,30.0,,,
745,2020-01-16,31.0,,,
746,2020-01-17,31.0,,,
747,2020-01-18,32.0,,,
748,2020-01-19,31.0,,,
749,2020-01-20,27.0,,,
750,2020-01-21,28.0,,,
751,2020-01-22,29.0,,,
752,2020-01-23,27.0,,,
753,2020-01-24,26.0,,,
754,2020-01-25,25.0,,,
755,2020-01-26,27.0,,,
756,2020-01-27,26.0,,,
757,2020-01-28,28.0,,,
758,2020-01-29,29.0,,,
759,2020-01-30,30.0,,,
760,2020-01-31,27.0,,,
761,2020-02-01,28.0,,,
762,2020-02-02,26.0,,,
763,2020-02-03,26.0,,,
764,2020-02-04,28.0,,,
765,2020-02-05,26.0,,,
766,2020-02-06,28.0,,,
767,2020-02-07,27.0,,,
768,2020-02-08,22.0,,,
769,2020-02-09,26.0,,,
770,2020-02-10,27.0,,,
771,2020-02-11,28.0,,,
772,2020-02-12,29.0,,,
773,2020-02-13,28.0,,,
774,2020-02-14,30.0,,,
775,2020-02-15,32.0,,,
776,2020-02-16,32.0,,,
777,2020-02-17,33.0,,,
778,2020-02-18,32.0,,,
779,2020-02-19,33.0,,,
780,2020-02-20,32.0,,,
781,2020-02-21,34.0,,,
782,2020-02-22,33.0,,,
783,2020-02-23,34.0,,,
784,2020-02-24,33.0,,,
785,2020-02-25,30.0,,,
786,2020-02-26,30.0,,,
787,2020-02-27,32.0,,,
788,2020-02-28,32.0,,,
789,2020-02-29,32.0,,,
790,2020-03-01,34.0,,,
791,2020-03-02,34.0,,,
792,2020-03-03,33.0,,,
793,2020-03-04,33.0,,,
794,2020-03-05,32.0,,,
795,2020-03-06,32.0,,,
796,2020-03-07,30.0,,,
797,2020-03-08,33.0,,,
798,2020-03-09,35.0,,,
799,2020-03-10,34.0,,,
800,2020-03-11,34.0,,,
801,2020-03-12,32.0,,,
802,2020-03-13,37.0,,,
803,2020-03-14,35.0,,,
804,2020-03-15,33.0,,,
805,2020-03-16,34.0,,,
806,2020-03-17,35.0,,,
807,2020-03-18,34.0,,,
808,2020-03-19,35.0,,,
809,2020-03-20,36.0,,,
810,2020-03-21,35.0,,,
811,2020-03-22,34.0,,,
812,2020-03-23,36.0,,,
813,2020-03-24,36.0,,,
814,2020-03-25,37.0,,,
815,2020-03-26,38.0,,,
816,2020-03-27,40.0,,,
817,2020-03-28,39.0,,,
818,2020-03-29,39.0,,,
819,2020-03-30,39.0,,,
820,2020-03-31,39.0,,,
821,2020-04-01,41.0,,,
822,2020-04-02,39.0,,,
823,2020-04-03,42.0,,,
824,2020-04-04,42.0,,,
825,2020-04-05,41.0,,,
826,2020-04-06,41.0,,,
827,2020-04-07,42.0,,,
828,2020-04-08,39.0,,,
829,2020-04-09,41.0,,,
830,2020-04-10,41.0,,,
831,2020-04-11,40.0,,,
832,2020-04-12,43.0,,,
833,2020-04-13,42.0,,,
834,2020-04-14,40.0,,,
835,2020-04-15,40.0,,,
836,2020-04-16,38.0,,,
837,2020-04-17,38.0,,,
838,2020-04-18,36.0,,,
839,2020-04-19,36.0,,,
840,2020-04-20,36.0,,,
841,2020-04-21,37.0,,,
842,2020-04-22,33.0,,,
843,2020-04-23,33.0,,,
844,2020-04-24,33.0,,,
845,2020-04-25,34.0,,,
846,2020-04-26,34.0,,,
847,2020-04-27,32.0,,,
848,2020-04-28,35.0,,,
849,2020-04-29,35.0,,,
850,2020-04-30,34.0,,,
851,2020-05-01,35.0,,,
852,2020-05-02,36.0,,,
853,2020-05-03,36.0,,,
854,2020-05-04,35.0,,,
855,2020-05-05,35.0,,,
856,2020-05-06,35.0,,,
857,2020-05-07,38.0,,,
858,2020-05-08,40.0,,,
859,2020-05-09,38.0,,,
860,2020-05-10,39.0,,,
861,2020-05-11,39.0,,,
862,2020-05-12,38.0,,,
863,2020-05-13,40.0,,,
864,2020-05-14,38.0,,,
865,2020-05-15,38.0,,,
866,2020-05-16,38.0,,,
867,2020-05-17,38.0,,,
868,2020-05-18,40.0,,,
